datetime,x,y,z
2024-05-12 14:46:09,22563.22,-1586.28,43620.77
2024-05-12 14:46:10,22563.15,-1586.22,43620.78
2024-05-12 14:46:11,22563.13,-1586.13,43620.79
2024-05-12 14:46:12,22563.06,-1586.04,43620.82
2024-05-12 14:46:13,22563.04,-1585.96,43620.86
2024-05-12 14:46:14,22562.99,-1585.88,43620.90
2024-05-12 14:46:15,22562.95,-1585.80,43620.88
2024-05-12 14:46:16,22562.92,-1585.72,43620.91
2024-05-12 14:46:17,22562.86,-1585.63,43620.90
2024-05-12 14:46:18,22562.83,-1585.53,43620.90
2024-05-12 14:46:19,22562.77,-1585.43,43620.94
2024-05-12 14:46:20,22562.78,-1585.33,43620.95
2024-05-12 14:46:21,22562.76,-1585.25,43620.91
2024-05-12 14:46:22,22562.78,-1585.16,43620.90
2024-05-12 14:46:23,22562.80,-1585.11,43620.88
2024-05-12 14:46:24,22562.84,-1585.05,43620.87
2024-05-12 14:46:25,22562.89,-1585.01,43620.84
2024-05-12 14:46:26,22562.92,-1585.02,43620.79
2024-05-12 14:46:27,22562.98,-1585.03,43620.76
2024-05-12 14:46:28,22562.99,-1585.05,43620.71
2024-05-12 14:46:29,22563.01,-1585.08,43620.69
2024-05-12 14:46:30,22563.03,-1585.12,43620.64
2024-05-12 14:46:31,22563.04,-1585.16,43620.55
2024-05-12 14:46:32,22563.05,-1585.22,43620.53
2024-05-12 14:46:33,22563.04,-1585.26,43620.51
2024-05-12 14:46:34,22563.03,-1585.30,43620.46
2024-05-12 14:46:35,22563.03,-1585.33,43620.42
2024-05-12 14:46:36,22563.01,-1585.35,43620.41
2024-05-12 14:46:37,22562.95,-1585.37,43620.38
2024-05-12 14:46:38,22562.90,-1585.37,43620.41
2024-05-12 14:46:39,22562.85,-1585.35,43620.39
2024-05-12 14:46:40,22562.80,-1585.31,43620.41
2024-05-12 14:46:41,22562.70,-1585.29,43620.45
2024-05-12 14:46:42,22562.64,-1585.23,43620.45
2024-05-12 14:46:43,22562.55,-1585.17,43620.50
2024-05-12 14:46:44,22562.46,-1585.11,43620.48
2024-05-12 14:46:45,22562.39,-1585.05,43620.49
2024-05-12 14:46:46,22562.33,-1584.99,43620.51
2024-05-12 14:46:47,22562.27,-1584.89,43620.52
2024-05-12 14:46:48,22562.21,-1584.81,43620.56
2024-05-12 14:46:49,22562.17,-1584.73,43620.56
2024-05-12 14:46:50,22562.12,-1584.64,43620.53
2024-05-12 14:46:51,22562.10,-1584.57,43620.55
2024-05-12 14:46:52,22562.09,-1584.50,43620.50
2024-05-12 14:46:53,22562.07,-1584.43,43620.50
2024-05-12 14:46:54,22562.06,-1584.37,43620.51
2024-05-12 14:46:55,22562.06,-1584.33,43620.47
2024-05-12 14:46:56,22562.07,-1584.29,43620.42
2024-05-12 14:46:57,22562.10,-1584.27,43620.38
2024-05-12 14:46:58,22562.10,-1584.23,43620.34
2024-05-12 14:46:59,22562.09,-1584.22,43620.35
2024-05-12 14:47:00,22562.12,-1584.24,43620.33
2024-05-12 14:47:01,22562.16,-1584.26,43620.28
2024-05-12 14:47:02,22562.16,-1584.30,43620.23
2024-05-12 14:47:03,22562.20,-1584.39,43620.18
2024-05-12 14:47:04,22562.22,-1584.45,43620.13
2024-05-12 14:47:05,22562.28,-1584.52,43620.05
2024-05-12 14:47:06,22562.32,-1584.62,43619.98
2024-05-12 14:47:07,22562.38,-1584.73,43619.94
2024-05-12 14:47:08,22562.44,-1584.83,43619.86
2024-05-12 14:47:09,22562.50,-1584.94,43619.84
2024-05-12 14:47:10,22562.58,-1585.07,43619.78
2024-05-12 14:47:11,22562.66,-1585.19,43619.73
2024-05-12 14:47:12,22562.74,-1585.32,43619.68
2024-05-12 14:47:13,22562.78,-1585.45,43619.65
2024-05-12 14:47:14,22562.86,-1585.55,43619.66
2024-05-12 14:47:15,22562.91,-1585.72,43619.61
2024-05-12 14:47:16,22562.96,-1585.84,43619.54
2024-05-12 14:47:17,22563.01,-1585.96,43619.53
2024-05-12 14:47:18,22563.07,-1586.08,43619.49
2024-05-12 14:47:19,22563.10,-1586.21,43619.48
2024-05-12 14:47:20,22563.16,-1586.32,43619.47
2024-05-12 14:47:21,22563.19,-1586.42,43619.46
2024-05-12 14:47:22,22563.22,-1586.51,43619.45
2024-05-12 14:47:23,22563.24,-1586.59,43619.48
2024-05-12 14:47:24,22563.26,-1586.67,43619.47
2024-05-12 14:47:25,22563.29,-1586.73,43619.48
