:Product:20151201_Fujian_Huangmeishan_220kV_GIC.txt
:Export:2016/08/06 231751  LocalTime
# Prepared by the NCEPU 
# 
# Units GIC_DATA = A
# The positive and negative features of current data represent current direction
#
#       Real-Time GIC Data
#       福建省宁德市寿宁县黄眉山 N27.3675E119.5335
# 

# UT Date           Time
# YR  MO   DA       HHMMSS            GIC_DATA
#-------------------------------------------------------------------------------------------
2015  12  14       033800      0.072211
2015  12  14       033900      0.059258
2015  12  14       034000      0.039336
2015  12  14       034100      0.056353
2015  12  14       034200      0.024893
2015  12  14       034300      0.045224
2015  12  14       034400      0.035925
2015  12  14       034500      0.050333
2015  12  14       034600      0.058765
2015  12  14       034700      0.084484
2015  12  14       034800      0.075306
2015  12  14       034900      0.05381
2015  12  14       035000      0.060855
2015  12  14       035100      0.055406
2015  12  14       035200      0.044396
2015  12  14       035300      0.059066
2015  12  14       035400      0.036477
2015  12  14       035500      0.069231
2015  12  14       035600      0.066617
2015  12  14       035700      0.086139
2015  12  14       035800      0.095781
2015  12  14       035900      0.099687
2015  12  14       040000      0.078561
2015  12  14       040100      0.078904
2015  12  14       040200      0.095266
2015  12  14       040300      0.10501
2015  12  14       040400      0.098941
2015  12  14       040500      0.12846
2015  12  14       040600      0.10405
2015  12  14       040700      0.12219
2015  12  14       040800      0.12461
2015  12  14       040900      0.13528
2015  12  14       041000      0.13106
2015  12  14       041100      0.16656
2015  12  14       041200      0.16698
2015  12  14       041300      0.17658
2015  12  14       041400      0.16155
2015  12  14       041500      0.16754
2015  12  14       041600      0.16355
2015  12  14       041700      0.16828
2015  12  14       041800      0.16188
2015  12  14       041900      0.17914
2015  12  14       042000      0.1737
2015  12  14       042100      0.18213
2015  12  14       042200      0.15037
2015  12  14       042300      0.14136
2015  12  14       042400      0.15065
2015  12  14       042500      0.15047
2015  12  14       042600      0.15503
2015  12  14       042700      0.15194
2015  12  14       042800      0.1501
2015  12  14       042900      0.15492
2015  12  14       043000      0.1363
2015  12  14       043100      0.12896
2015  12  14       043200      0.13505
2015  12  14       043300      0.13868
2015  12  14       043400      0.12076
2015  12  14       043500      0.12635
2015  12  14       043600      0.13667
2015  12  14       043700      0.13695
2015  12  14       043800      0.12168
2015  12  14       043900      0.12313
2015  12  14       044000      0.12279
2015  12  14       044100      0.1309
2015  12  14       044200      0.11254
2015  12  14       044300      0.10003
2015  12  14       044400      0.086302
2015  12  14       044500      0.098301
2015  12  14       044600      0.081593
2015  12  14       044700      0.098188
2015  12  14       044800      0.097642
2015  12  14       044900      0.11454
2015  12  14       045000      0.1259
2015  12  14       045100      0.1381
2015  12  14       045200      0.13171
2015  12  14       045300      0.14175
2015  12  14       045400      0.13683
2015  12  14       045500      0.14614
2015  12  14       045600      0.14075
2015  12  14       045700      0.13645
2015  12  14       045800      0.10303
2015  12  14       045900      0.09823
2015  12  14       050000      0.08293
2015  12  14       050100      0.059361
2015  12  14       050200      0.027094
2015  12  14       050300      0.030263
2015  12  14       050400      0.021854
2015  12  14       050500      0.033767
2015  12  14       050600      0.028499
2015  12  14       050700      0.053851
2015  12  14       050800      0.060811
2015  12  14       050900      0.072135
2015  12  14       051000      0.071117
2015  12  14       051100      0.074172
2015  12  14       051200      0.093129
2015  12  14       051300      0.11423
2015  12  14       051400      0.10437
2015  12  14       051500      0.10602
2015  12  14       051600      0.094215
2015  12  14       051700      0.10665
2015  12  14       051800      0.10617
2015  12  14       051900      0.1194
2015  12  14       052000      0.11821
2015  12  14       052100      0.14264
2015  12  14       052200      0.11976
2015  12  14       052300      0.14858
2015  12  14       052400      0.14226
2015  12  14       052500      0.16948
2015  12  14       052600      0.13315
2015  12  14       052700      0.13544
2015  12  14       052800      0.1185
2015  12  14       052900      0.1092
2015  12  14       053000      0.096957
2015  12  14       053100      0.10163
2015  12  14       053200      0.080092
2015  12  14       053300      0.092342
2015  12  14       053400      0.065465
2015  12  14       053500      0.057416
2015  12  14       053600      0.040488
2015  12  14       053700      0.056518
2015  12  14       053800      0.012873
2015  12  14       053900      0.028059
2015  12  14       054000      0.022982
2015  12  14       054100      0.028085
2015  12  14       054200      0.039043
2015  12  14       054300      0.0363
2015  12  14       054400      0.026961
2015  12  14       054500      0.028745
2015  12  14       054600      0.022173
2015  12  14       054700      0.031425
2015  12  14       054800      0.0097195
2015  12  14       054900      0.018569
2015  12  14       055000      9.77E-05
2015  12  14       055100      0.020839
2015  12  14       055200      0.0042858
2015  12  14       055300      0.017368
2015  12  14       055400      -0.0065985
2015  12  14       055500      0.0028645
2015  12  14       055600      -0.0027146
2015  12  14       055700      0.01877
2015  12  14       055800      -0.0059132
